prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,inhaler
3089841000033115,12626211000001108,Formoterol 12microgram inhalation powder capsules with device,Formoterol 12microgram inhalation powder capsules with device,Inhalation powder,Inhalation,Formoterol fumarate dihydrate,12.000microgram,3010101,laba
3141341000033112,8024611000001102,Budesonide 200micrograms/dose dry powder inhalation cartridge with device,Budesonide 200micrograms/dose dry powder inhalation cartridge with device,Inhalation powder,Inhalation,Budesonide,200.000microgram/1.000dose,3020000,ics
3141441000033118,,"Novolizer Budesonide  Inhalation Cartridge + Device  200 micrograms/dose, 100 doses",,,,,,,ics
3163741000033118,39111011000001108,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Fluticasone propionate/ Salmeterol xinafoate,50.000microgram/1.000dose + 25.000microgram/1.000dose,3020000,laba-ics
3163841000033111,39111111000001109,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Fluticasone propionate/ Salmeterol xinafoate,125.000microgram/1.000dose + 25.000microgram/1.000dose,3020000,laba-ics
3163941000033115,39111311000001106,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Fluticasone propionate/ Salmeterol xinafoate,250.000microgram/1.000dose + 25.000microgram/1.000dose,3020000,laba-ics
3164041000033118,38897611000001100,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Fluticasone propionate/ Salmeterol xinafoate,100.000microgram/1.000dose + 50.000microgram/1.000dose,3020000,laba-ics
3164141000033119,38897511000001104,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Fluticasone propionate/ Salmeterol xinafoate,250.000microgram/1.000dose + 50.000microgram/1.000dose,3020000,laba-ics
3164241000033114,38897411000001103,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Fluticasone propionate/ Salmeterol xinafoate,500.000microgram/1.000dose + 50.000microgram/1.000dose,3020000,laba-ics
3164341000033116,35912011000001109,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide/ Formoterol fumarate dihydrate,100.000microgram/1.000dose + 6.000microgram/1.000dose,3020000,laba-ics
3164441000033110,38896811000001103,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide/ Formoterol fumarate dihydrate,200.000microgram/1.000dose + 6.000microgram/1.000dose,3020000,laba-ics
3164541000033111,4378111000001103,Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler,Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide/ Formoterol fumarate dihydrate,400.000microgram/1.000dose + 12.000microgram/1.000dose,3020000,laba-ics
3199241000033112,8159511000001107,Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd),Qvar 50micrograms/dose Easi-Breathe inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate,50.000microgram/1.000dose,,ics
3199341000033119,8159711000001102,Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd),Qvar 100micrograms/dose Easi-Breathe inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate,100.000microgram/1.000dose,,ics
3227441000033112,9004511000001107,Ciclesonide 80micrograms/dose inhaler CFC free,Ciclesonide 80micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Ciclesonide,80.000microgram/1.000dose,3020000,ics
3227541000033113,,"Ciclesonide  Cfc-free inhaler  160 micrograms/actuation, 120 doses",,,,,,,ics
3227641000033114,9003911000001102,Alvesco 80 inhaler (Zentiva Pharma UK Ltd),Alvesco 80 inhaler, Pressurised inhalation,Inhalation,Ciclesonide,80.000microgram/1.000dose,,ics
3227741000033117,,"Alvesco  Cfc-free inhaler  160 micrograms/actuation, 120 doses",,,,,,,ics
3256341000033119,9117811000001107,Budesonide 200micrograms/dose dry powder inhalation cartridge,Budesonide 200micrograms/dose dry powder inhalation cartridge,Inhalation powder,Inhalation,Budesonide,200.000microgram/1.000dose,3020000,ics
3256441000033113,,"Novolizer Budesonide  Inhalation Cartridge Refill  200 micrograms/dose, 100 doses",,,,,,,ics
3267641000033115,,"Ciclesonide  Cfc-free inhaler  160 micrograms/actuation, 60 doses",,,,,,,ics
3267741000033112,,"Alvesco  Cfc-free inhaler  160 micrograms/actuation, 60 doses",,,,,,,ics
3343041000033119,9525111000001105,Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),Easyhaler Beclometasone 200micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Beclometasone dipropionate,200.000microgram/1.000dose,,ics
3347041000033114,9652711000001107,Formoterol 12micrograms/dose inhaler CFC free,Formoterol 12micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Formoterol fumarate dihydrate,12.000microgram/1.000dose,3010101,laba
3347141000033113,9628711000001106,Atimos Modulite 12micrograms/dose inhaler (Chiesi Ltd),Atimos Modulite 12micrograms/dose inhaler, Pressurised inhalation,Inhalation,Formoterol fumarate dihydrate,12.000microgram/1.000dose,,laba
3855941000033115,10075611000001101,Salmeterol 25micrograms/dose inhaler CFC free,Salmeterol 25micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Salmeterol xinafoate,25.000microgram/1.000dose,3010101,laba
3856041000033113,10073011000001107,Serevent 25micrograms/dose Evohaler (GlaxoSmithKline UK Ltd),Serevent 25micrograms/dose Evohaler, Pressurised inhalation,Inhalation,Salmeterol xinafoate,25.000microgram/1.000dose,,laba
3871541000033110,35912111000001105,Budesonide 100micrograms/dose dry powder inhaler,Budesonide 100micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide,100.000microgram/1.000dose,3020000,ics
3871641000033111,35912411000001100,Budesonide 200micrograms/dose dry powder inhaler,Budesonide 200micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide,200.000microgram/1.000dose,3020000,ics
3871741000033119,35912711000001106,Budesonide 400micrograms/dose dry powder inhaler,Budesonide 400micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide,400.000microgram/1.000dose,3020000,ics
3871841000033112,10073911000001106,Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),Easyhaler Budesonide 100micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide,100.000microgram/1.000dose,,ics
3871941000033116,10074611000001102,Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),Easyhaler Budesonide 200micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide,200.000microgram/1.000dose,,ics
3872041000033110,10074411000001100,Easyhaler Budesonide 400micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),Easyhaler Budesonide 400micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide,400.000microgram/1.000dose,,ics
3942841000033114,10621011000001101,Beclometasone 200micrograms/dose inhaler CFC free,Beclometasone 200micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Beclometasone dipropionate,200.000microgram/1.000dose,3020000,ics
3942941000033118,10621111000001100,Beclometasone 250micrograms/dose inhaler CFC free,Beclometasone 250micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Beclometasone dipropionate,250.000microgram/1.000dose,3020000,ics
3943041000033111,10617711000001103,Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd),Clenil Modulite 50micrograms/dose inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate,50.000microgram/1.000dose,,ics
3943341000033113,10618211000001109,Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd),Clenil Modulite 100micrograms/dose inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate,100.000microgram/1.000dose,,ics
3943441000033119,10619311000001107,Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd),Clenil Modulite 200micrograms/dose inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate,200.000microgram/1.000dose,,ics
3943641000033117,10619611000001102,Clenil Modulite 250micrograms/dose inhaler (Chiesi Ltd),Clenil Modulite 250micrograms/dose inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate,250.000microgram/1.000dose,,ics
4063241000033118,,"Formoterol  Dry Powder Inhaler  12 micrograms/actuation, 60 dose",,,,,,,laba
4063341000033111,,"Formoterol  Dry Powder Inhaler  12 micrograms/actuation, 120 dose",,,,,,,laba
4063541000033116,11176411000001106,Formoterol Easyhaler 12micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),Formoterol Easyhaler 12micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Formoterol fumarate dihydrate,12.000microgram/1.000dose,,laba
4270641000033112,12197411000001102,Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free,Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free, Inhalation solution,Inhalation,Tiotropium bromide,2.500microgram/1.000dose,3010200,lama
4270741000033115,12146911000001103,Spiriva Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd),Spiriva Respimat 2.5micrograms/dose inhalation solution cartridge with device, Inhalation solution,Inhalation,Tiotropium bromide,2.500microgram/1.000dose,,lama
4418141000033112,12911011000001100,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Beclometasone dipropionate/ Formoterol fumarate dihydrate,100.000microgram/1.000dose + 6.000microgram/1.000dose,3020000,laba-ics
4418241000033117,12906411000001100,Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd),Fostair 100micrograms/dose / 6micrograms/dose inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate/ Formoterol fumarate dihydrate,100.000microgram/1.000dose + 6.000microgram/1.000dose,,laba-ics
4815041000033111,14959511000001107,Budesonide 100micrograms/dose inhaler CFC free,Budesonide 100micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Budesonide,100.000microgram/1.000dose,3020000,ics
4815141000033110,15374611000001106,Budesonide 200micrograms/dose inhaler CFC free,Budesonide 200micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Budesonide,200.000microgram/1.000dose,3020000,ics
4815241000033115,14951111000001102,Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd),Pulmicort 100micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Budesonide,100.000microgram/1.000dose,,ics
4815341000033113,15358411000001102,Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd),Pulmicort 200micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Budesonide,200.000microgram/1.000dose,,ics
4823241000033113,9004411000001108,Ciclesonide 160micrograms/dose inhaler CFC free,Ciclesonide 160micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Ciclesonide,160.000microgram/1.000dose,3020000,ics
4823341000033115,9004211000001109,Alvesco 160 inhaler (Zentiva Pharma UK Ltd),Alvesco 160 inhaler, Pressurised inhalation,Inhalation,Ciclesonide,160.000microgram/1.000dose,,ics
4954541000033116,,Glycopyrronium Bromide  Solution  0.05 %,,,,,,,lama
5393341000033118,8031811000001102,Budelin Novolizer 200micrograms/dose inhalation powder (Viatris UK Healthcare Ltd),Budelin Novolizer 200micrograms/dose inhalation powder,Inhalation powder,Inhalation,Budesonide,200.000microgram/1.000dose,,ics
5393441000033112,9111811000001100,Budelin Novolizer 200micrograms/dose inhalation powder refill (Viatris UK Healthcare Ltd),Budelin Novolizer 200micrograms/dose inhalation powder refill,Inhalation powder,Inhalation,Budesonide,200.000microgram/1.000dose,,ics
5707041000033111,17313711000001107,Indacaterol 150microgram inhalation powder capsules with device,Indacaterol 150microgram inhalation powder capsules with device,Inhalation powder,Inhalation,Indacaterol maleate,150.000microgram,3010101,laba
5707141000033110,17313811000001104,Indacaterol 300microgram inhalation powder capsules with device,Indacaterol 300microgram inhalation powder capsules with device,Inhalation powder,Inhalation,Indacaterol maleate,300.000microgram,3010101,laba
5707241000033115,17300811000001109,Onbrez Breezhaler 150microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd),Onbrez Breezhaler 150microgram inhalation powder capsules with device,Inhalation powder,Inhalation,Indacaterol maleate,150.000microgram,,laba
5707341000033113,17299911000001102,Onbrez Breezhaler 300microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd),Onbrez Breezhaler 300microgram inhalation powder capsules with device,Inhalation powder,Inhalation,Indacaterol maleate,300.000microgram,,laba
576141000033117,3177911000001105,Filair 100 inhaler (Meda Pharmaceuticals Ltd),Filair 100 inhaler,Pressurised inhalation,Inhalation,Beclometasone dipropionate,100.000microgram/1.000dose,,ics
576241000033112,3175211000001109,Filair 50 inhaler (Meda Pharmaceuticals Ltd),Filair 50 inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate,50.000microgram/1.000dose,,ics
576341000033119,4753511000001101,Filair Forte 250micrograms/dose inhaler (Meda Pharmaceuticals Ltd),Filair Forte 250micrograms/dose inhaler, Pressurised inhalation,Inhalation,Beclometasone dipropionate,250.000microgram/1.000dose,,ics
576741000033118,3184311000001107,Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd),Flixotide 100micrograms/dose Accuhaler,Inhalation powder,Inhalation,Fluticasone propionate,100.000microgram/1.000dose,,ics
576841000033111,3184911000001108,Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd),Flixotide 250micrograms/dose Accuhaler,Inhalation powder,Inhalation,Fluticasone propionate,250.000microgram/1.000dose,,ics
576941000033115,3183811000001101,Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd),Flixotide 50micrograms/dose Accuhaler,Inhalation powder,Inhalation,Fluticasone propionate,50.000microgram/1.000dose,,ics
577041000033119,3185211000001103,Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd),Flixotide 500micrograms/dose Accuhaler,Inhalation powder,Inhalation,Fluticasone propionate,500.000microgram/1.000dose,,ics
577141000033115,,Fluticasone Propionate  Accuhaler  100 micrograms/dose,,,,,,,ics
577241000033110,,Fluticasone Propionate  Accuhaler  250 micrograms/dose,,,,,,,ics
577441000033111,,Fluticasone Propionate  Accuhaler  500 micrograms/dose,,,,,,,ics
5811241000033111,38895411000001109,Mometasone 200micrograms/dose dry powder inhaler,Mometasone 200micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Mometasone furoate,200.000microgram/1.000dose,3020000,ics
5811341000033118,38895611000001107,Mometasone 400micrograms/dose dry powder inhaler,Mometasone 400micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Mometasone furoate,400.000microgram/1.000dose,3020000,ics
5811441000033112,4045711000001107,Asmanex 200micrograms/dose Twisthaler (Organon Pharma (UK) Ltd),Asmanex 200micrograms/dose Twisthaler,Inhalation powder,Inhalation,Mometasone furoate,200.000microgram/1.000dose,,ics
5811541000033113,4043811000001103,Asmanex 400micrograms/dose Twisthaler (Organon Pharma (UK) Ltd),Asmanex 400micrograms/dose Twisthaler,Inhalation powder,Inhalation,Mometasone furoate,400.000microgram/1.000dose,,ics
581241000033110,3098611000001101,Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),Flixotide 100microgram disks with Diskhaler,Inhalation powder,Inhalation,Fluticasone propionate,100.000microgram,,ics
581341000033117,3106311000001102,Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),Flixotide 250microgram disks with Diskhaler,Inhalation powder,Inhalation,Fluticasone propionate,250.000microgram,,ics
581441000033111,3097711000001109,Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),Flixotide 50microgram disks with Diskhaler,Inhalation powder,Inhalation,Fluticasone propionate,50.000microgram,,ics
581641000033113,,Fluticasone Propionate  Disks with diskhaler  250 micrograms/dose,,,,,,,ics
581741000033116,,Fluticasone Propionate  Disks with diskhaler  50 micrograms/dose,,,,,,,ics
581841000033114,3108411000001105,Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),Flixotide 500microgram disks with Diskhaler,Inhalation powder,Inhalation,Fluticasone propionate,500.000microgram,,ics
581941000033118,,Fluticasone Propionate  Disks with diskhaler  500 micrograms/puff,,,,,,,ics
585641000033110,,Flixotide  Inhaler  125 micrograms/puff,,,,,,,ics
585741000033118,4856011000001103,Flixotide 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd),Flixotide 25micrograms/dose inhaler, Pressurised inhalation,Inhalation,Fluticasone propionate,25.000microgram/1.000dose,,ics
585841000033111,,Flixotide  Inhaler  50 micrograms/puff,,,,,,,ics
585941000033115,,Fluticasone Propionate  Inhaler  125 micrograms/puff,,,,,,,ics
586041000033113,36059111000001102,Fluticasone 25micrograms/dose inhaler,Fluticasone 25micrograms/dose inhaler, Pressurised inhalation,Inhalation,Fluticasone propionate,25.000microgram/1.000dose,3020000,ics
586141000033112,,Fluticasone Propionate  Inhaler  50 micrograms/puff,,,,,,,ics
586241000033117,,Flixotide  Inhaler  250 micrograms/puff,,,,,,,ics
586341000033110,,Fluticasone Propionate  Inhaler  250 micrograms/puff,,,,,,,ics
590841000033115,3099611000001105,Flixotide 100microgram disks (GlaxoSmithKline UK Ltd),Flixotide 100microgram disks,Inhalation powder,Inhalation,Fluticasone propionate,100.000microgram,,ics
590941000033111,3103511000001100,Flixotide 250microgram disks (GlaxoSmithKline UK Ltd),Flixotide 250microgram disks,Inhalation powder,Inhalation,Fluticasone propionate,250.000microgram,,ics
591041000033118,3100811000001109,Flixotide 50microgram disks (GlaxoSmithKline UK Ltd),Flixotide 50microgram disks,Inhalation powder,Inhalation,Fluticasone propionate,50.000microgram,,ics
591141000033119,36059211000001108,Fluticasone propionate 100microgram inhalation powder blisters,Fluticasone propionate 100microgram inhalation powder blisters,Inhalation powder,Inhalation,Fluticasone propionate,100.000microgram,3020000,ics
591241000033114,36059511000001106,Fluticasone propionate 250microgram inhalation powder blisters,Fluticasone propionate 250microgram inhalation powder blisters,Inhalation powder,Inhalation,Fluticasone propionate,250.000microgram,3020000,ics
591341000033116,36059811000001109,Fluticasone propionate 50microgram inhalation powder blisters,Fluticasone propionate 50microgram inhalation powder blisters,Inhalation powder,Inhalation,Fluticasone propionate,50.000microgram,3020000,ics
591441000033110,3110511000001108,Flixotide 500microgram disks (GlaxoSmithKline UK Ltd),Flixotide 500microgram disks,Inhalation powder,Inhalation,Fluticasone propionate,500.000microgram,,ics
591541000033111,36059611000001105,Fluticasone propionate 500microgram inhalation powder blisters,Fluticasone propionate 500microgram inhalation powder blisters,Inhalation powder,Inhalation,Fluticasone propionate,500.000microgram,3020000,ics
599641000033111,3206811000001109,Foradil 12microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd),Foradil 12microgram inhalation powder capsules with device,Inhalation powder,Inhalation,Formoterol fumarate dihydrate,12.000microgram,,laba
6456541000033118,19568411000001100,Neovent 25micrograms/dose inhaler CFC free (Kent Pharma (UK) Ltd),Neovent 25micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Salmeterol xinafoate,25.000microgram/1.000dose,,laba
8056941000033114,38893611000001108,Aclidinium bromide 375micrograms/dose dry powder inhaler,Aclidinium bromide 375micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Aclidinium bromide,375.000microgram/1.000dose,3010200,lama
8057341000033112,20985511000001101,Eklira 322micrograms/dose Genuair (Zentiva Pharma UK Ltd),Eklira 322micrograms/dose Genuair,Inhalation powder,Inhalation,Aclidinium bromide,375.000microgram/1.000dose,,lama
8101641000033112,21113911000001100,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Fluticasone propionate/ Formoterol fumarate dihydrate,50.000microgram/1.000dose + 5.000microgram/1.000dose,3020000,laba-ics
8101741000033115,21113711000001102,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Fluticasone propionate/ Formoterol fumarate dihydrate,125.000microgram/1.000dose + 5.000microgram/1.000dose,3020000,laba-ics
8101841000033113,21113811000001105,Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free,Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Fluticasone propionate/ Formoterol fumarate dihydrate,250.000microgram/1.000dose + 10.000microgram/1.000dose,3020000,laba-ics
8101941000033117,21020611000001104,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd),Flutiform 50micrograms/dose / 5micrograms/dose inhaler, Pressurised inhalation,Inhalation,Fluticasone propionate/ Formoterol fumarate dihydrate,50.000microgram/1.000dose + 5.000microgram/1.000dose,,laba-ics
8102041000033111,21019411000001101,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd),Flutiform 125micrograms/dose / 5micrograms/dose inhaler, Pressurised inhalation,Inhalation,Fluticasone propionate/ Formoterol fumarate dihydrate,125.000microgram/1.000dose + 5.000microgram/1.000dose,,laba-ics
8102141000033110,21019711000001107,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd),Flutiform 250micrograms/dose / 10micrograms/dose inhaler, Pressurised inhalation,Inhalation,Fluticasone propionate/ Formoterol fumarate dihydrate,250.000microgram/1.000dose + 10.000microgram/1.000dose,,laba-ics
8124541000033116,14800511000001102,Glycopyrronium bromide 0.5% solution,Glycopyrronium bromide 0.5% solution,Liquid,Route of administration not applicable,Glycopyrronium bromide,5.000mg/1.000ml,13120000,lama
8141741000033112,21496211000001102,Glycopyrronium bromide 55microgram inhalation powder capsules with device,Glycopyrronium bromide 55microgram inhalation powder capsules with device,Inhalation powder,Inhalation,Glycopyrronium bromide,55.000microgram,3010200,lama
8141841000033119,21495411000001107,Seebri Breezhaler 44microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd),Seebri Breezhaler 44microgram inhalation powder capsules with device,Inhalation powder,Inhalation,Glycopyrronium bromide,55.000microgram,,lama
83841000033110,,Asmabec Spacehaler  Inhaler with vortex generating actuator  100 micrograms/dose,,,,,,,ics
83941000033119,,Asmabec Spacehaler  Inhaler with vortex generating actuator  50 micrograms/dose,,,,,,,ics
8536141000033111,22650111000001100,Vertine 25micrograms/dose inhaler CFC free (Teva UK Ltd),Vertine 25micrograms/dose inhaler CFC free, Pressurised inhalation,Inhalation,Salmeterol xinafoate,25.000microgram/1.000dose,,laba
8946841000033112,23661311000001105,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Fluticasone furoate/ Vilanterol,184.000microgram/1.000dose + 22.000microgram/1.000dose,3020000,laba-ics
8946941000033116,23661411000001103,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Fluticasone furoate/ Vilanterol,92.000microgram/1.000dose + 22.000microgram/1.000dose,3020000,laba-ics
8947041000033115,23621711000001102,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd),Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Fluticasone furoate/ Vilanterol,184.000microgram/1.000dose + 22.000microgram/1.000dose,,laba-ics
8947141000033116,23622011000001107,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd),Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Fluticasone furoate/ Vilanterol,92.000microgram/1.000dose + 22.000microgram/1.000dose,,laba-ics
9293241000033114,24645511000001105,Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Umeclidinium bromide/ Vilanterol trifenatate,65.000microgram/1.000dose + 22.000microgram/1.000dose,3010400,laba-lama
9293341000033116,24644611000001108,Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd),Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Umeclidinium bromide/ Vilanterol trifenatate,65.000microgram/1.000dose + 22.000microgram/1.000dose,,laba-lama
9299341000033119,24670111000001108,Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free,Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free, Inhalation solution,Inhalation,Olodaterol hydrochloride,2.500microgram/1.000dose,3010101,laba
9299441000033113,24608011000001103,Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd),Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device, Inhalation solution,Inhalation,Olodaterol hydrochloride,2.500microgram/1.000dose,,laba
9342741000033111,25254111000001105,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd),DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide/ Formoterol fumarate dihydrate,200.000microgram/1.000dose + 6.000microgram/1.000dose,,laba-ics
9342841000033118,25254711000001106,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd),DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Budesonide/ Formoterol fumarate dihydrate,400.000microgram/1.000dose + 12.000microgram/1.000dose,,laba-ics
9531441000033113,26148711000001101,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Beclometasone dipropionate/ Formoterol fumarate dihydrate,100.000microgram/1.000dose + 6.000microgram/1.000dose,3020000,laba-ics
9537441000033115,26112111000001106,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd),Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler,Inhalation powder,Inhalation,Beclometasone dipropionate/ Formoterol fumarate dihydrate,100.000microgram/1.000dose + 6.000microgram/1.000dose,,laba-ics
