conssourceid,description,primarycare,ae,op,hospital
20858,GP Practice,1,,,
20901,GP Practice,1,,,
20932,GP Practice,1,,,
20961,GP Practice,1,,,
20972,GP Practice,1,,,
20974,GP Practice,1,,,
20976,GP Practice,1,,,
20977,GP Practice,1,,,
20985,GP Practice,1,,,
21012,GP Practice,1,,,
21013,GP Practice,1,,,
21019,GP Practice,1,,,
21024,Accident & Emergency,,1,,
21086,GP Practice,1,,,
21093,GP Practice,1,,,
21102,GP Practice,1,,,
21105,GP Practice,1,,,
21109,GP Practice,1,,,
21113,GP Practice,1,,,
21116,GP Practice,1,,,
21370,GP Practice,1,,,
21372,GP Practice,1,,,
21394,GP Practice,1,,,
21412,Telephone,1,,,
21442,GP Practice,1,,,
21471,Telephone,1,,,
21472,GP Practice,1,,,
21478,Out of Hours,1,,,
21515,GP Practice,1,,,
21518,Telephone,1,,,
21521,GP Practice,1,,,
21534,Accident & Emergency,,1,,
21538,GP Practice,1,,,
21547,GP Practice,1,,,
21553,GP Practice,1,,,
21560,GP Practice,1,,,
21598,GP Practice,1,,,
21622,GP Practice,1,,,
21627,GP Practice,1,,,
21632,GP Practice,1,,,
21663,Accident & Emergency,,1,,
21666,Accident & Emergency,,1,,
21672,GP Practice,1,,,
21673,GP Practice,1,,,
21688,GP Practice,1,,,
21692,GP Practice,1,,,
21694,GP Practice,1,,,
21695,GP Practice,1,,,
21705,Outpatient Trust,,,1,
21706,Outpatient Trust,,,1,
21707,Outpatient Trust,,,1,
21708,Outpatient Trust,,,1,
21709,Outpatient Trust,,,1,
21710,Outpatient Trust,,,1,
21711,Outpatient Trust,,,1,
21712,Outpatient Trust,,,1,
21713,Outpatient Trust,,,1,
21714,Outpatient Trust,,,1,
21715,Outpatient Trust,,,1,
21716,Outpatient Trust,,,1,
21717,Outpatient Trust,,,1,
21718,Outpatient Trust,,,1,
21719,Outpatient Trust,,,1,
21720,Outpatient Trust,,,1,
21721,Outpatient Trust,,,1,
21722,Outpatient Trust,,,1,
21723,Outpatient Trust,,,1,
21724,Outpatient Trust,,,1,
21725,GP Practice,1,,,
21726,GP Practice,1,,,
21734,GP Practice,1,,,
21745,GP Practice,1,,,
21753,GP Practice,1,,,
21765,GP Practice,1,,,
21784,GP Practice,1,,,
21785,GP Practice,1,,,
21794,GP Practice,1,,,
21801,GP Practice,1,,,
21823,GP Practice,1,,,
21831,GP Practice,1,,,
21832,GP Practice,1,,,
21833,GP Practice,1,,,
21839,GP Practice,1,,,
21840,GP Practice,1,,,
21849,GP Practice,1,,,
21851,GP Practice,1,,,
21854,GP Practice,1,,,
21862,GP Practice,1,,,
21863,GP Practice,1,,,
21864,GP Practice,1,,,
21874,GP Practice,1,,,
21894,GP Practice,1,,,
21927,GP Practice,1,,,
21942,GP Practice,1,,,
21944,GP Practice,1,,,
21950,GP Practice,1,,,
21952,GP Practice,1,,,
21959,GP Practice,1,,,
21961,GP Practice,1,,,
21968,GP Practice,1,,,
21987,GP Practice,1,,,
22002,GP Practice,1,,,
22008,GP Practice,1,,,
22010,GP Practice,1,,,
22017,GP Practice,1,,,
22018,GP Practice,1,,,
22019,GP Practice,1,,,
22020,GP Practice,1,,,
22023,GP Practice,1,,,
22027,GP Practice,1,,,
22050,GP Practice,1,,,
22052,GP Practice,1,,,
22058,GP Practice,1,,,
22060,GP Practice,1,,,
22063,GP Practice,1,,,
22066,Home Visit,1,,,
22067,GP Practice,1,,,
22072,GP Practice,1,,,
22075,GP Practice,1,,,
22082,GP Practice,1,,,
22084,GP Practice,1,,,
22090,GP Practice,1,,,
22114,GP Practice,1,,,
22132,GP Practice,1,,,
22147,GP Practice,1,,,
22159,GP Practice,1,,,
22171,GP Practice,1,,,
22173,GP Practice,1,,,
22201,GP Practice,1,,,
22242,GP Practice,1,,,
22264,GP Practice,1,,,
22270,GP Practice,1,,,
22299,Telephone,1,,,
22312,GP Practice,1,,,
22314,GP Practice,1,,,
22344,GP Practice,1,,,
22348,GP Practice,1,,,
22352,GP Practice,1,,,
22356,GP Practice,1,,,
22358,GP Practice,1,,,
22367,GP Practice,1,,,
22374,GP Practice,1,,,
22386,GP Practice,1,,,
22400,GP Practice,1,,,
22401,GP Practice,1,,,
22407,GP Practice,1,,,
22408,GP Practice,1,,,
22409,GP Practice,1,,,
22414,GP Practice,1,,,
22415,GP Practice,1,,,
22472,GP Practice,1,,,
22480,GP Practice,1,,,
22500,GP Practice,1,,,
22508,GP Practice,1,,,
22509,GP Practice,1,,,
22516,GP Practice,1,,,
22520,GP Practice,1,,,
22529,GP Practice,1,,,
22550,GP Practice,1,,,
22552,GP Practice,1,,,
22553,GP Practice,1,,,
22554,GP Practice,1,,,
22555,GP Practice,1,,,
22556,GP Practice,1,,,
22561,GP Practice,1,,,
22565,GP Practice,1,,,
22578,GP Practice,1,,,
22579,GP Practice,1,,,
22580,GP Practice,1,,,
22581,GP Practice,1,,,
22690,Surgery,1,,,
22864,GP Practice,1,,,
22928,Accident & Emergency,,1,,
22941,GP Practice,1,,,
23137,Accident & Emergency,,1,,
23144,GP Practice,1,,,
23252,GP Practice,1,,,
23283,GP Practice,1,,,
24069,GP Practice,1,,,
24088,GP Practice,1,,,
24119,GP Practice,1,,,
24441,GP Practice,1,,,
24616,GP Practice,1,,,
24786,GP Practice,1,,,
24802,Accident & Emergency,,1,,
25342,Accident & Emergency,,1,,
25716,GP Practice,1,,,
25898,GP Practice,1,,,
26188,GP Practice,1,,,
26408,GP Practice,1,,,
26807,GP Practice,1,,,
27406,GP Practice,1,,,
27701,GP Practice,1,,,
27705,GP Practice,1,,,
27890,Seen in GPs surgery,1,,,
27903,GP Practice,1,,,
28140,GP Practice,1,,,
28309,GP Practice,1,,,
28368,GP Practice,1,,,
28630,GP Surgery,1,,,
28667,GP Practice,1,,,
28789,Accident & Emergency,,1,,
28971,GP Practice,1,,,
29326,Seen in own home,1,,,
29944,GP Practice,1,,,
30110,GP Practice,1,,,
30132,Accident & Emergency,,1,,
30764,GP Practice,1,,,
30921,GP Practice,1,,,
30934,GP Practice,1,,,
30947,GP Practice,1,,,
31010,GP Practice,1,,,
31039,Seen in GP's surgery,1,,,
31198,GP Practice,1,,,
31428,GP Practice,1,,,
31438,GP Practice,1,,,
31439,Accident & Emergency,,1,,
31448,"Night visit, Local rota",1,,,
31531,GP Practice,1,,,
31533,GP Practice,1,,,
31535,GP Practice,1,,,
31536,GP Practice,1,,,
31547,GP Practice,1,,,
31551,GP Practice,1,,,
31552,GP Practice,1,,,
31563,GP Practice,1,,,
31581,GP Practice,1,,,
31637,GP Practice,1,,,
31641,GP Practice,1,,,
31646,GP Practice,1,,,
31672,GP Practice,1,,,
31682,GP Practice,1,,,
31704,GP Practice,1,,,
31706,Surgery,1,,,
31707,Surgery,1,,,
31708,Surgery,1,,,
31715,Home Visit,1,,,
31722,GP Practice,1,,,
31733,Clinic,1,,,
31762,GP Practice,1,,,
31770,GP Practice,1,,,
31771,GP Practice,1,,,
31796,GP Practice,1,,,
31819,GP Practice,1,,,
31820,GP Practice,1,,,
31837,GP Practice,1,,,
31841,GP Practice,1,,,
31847,GP Practice,1,,,
31858,GP Practice,1,,,
31894,GP Practice,1,,,
31925,GP Practice,1,,,
31965,GP Practice,1,,,
31981,Accident & Emergency,,1,,
31992,GP Practice,1,,,
32024,GP Practice,1,,,
32025,GP Practice,1,,,
32026,GP Practice,1,,,
32027,GP Practice,1,,,
32057,GP Practice,1,,,
32058,GP Practice,1,,,
32068,GP Practice,1,,,
32137,GP Practice,1,,,
32207,GP Practice,1,,,
32225,GP Practice,1,,,
32231,GP Practice,1,,,
32238,GP Practice,1,,,
32263,GP Practice,1,,,
32274,GP Practice,1,,,
32277,GP Practice,1,,,
32329,GP Practice,1,,,
32339,GP Practice,1,,,
32368,GP Practice,1,,,
32376,GP Practice,1,,,
32378,GP Practice,1,,,
32385,GP Practice,1,,,
32409,GP Practice,1,,,
32425,GP Practice,1,,,
32429,Night Visit,1,,,
32477,GP Practice,1,,,
32484,GP Practice,1,,,
32496,GP Practice,1,,,
32497,GP Practice,1,,,
32507,GP Practice,1,,,
32510,GP Practice,1,,,
32839,GP Practice,1,,,
33056,GP Practice,1,,,
34527,GP Practice,1,,,
34677,GP Practice,1,,,
34678,GP Practice,1,,,
34680,GP Practice,1,,,
34681,GP Practice,1,,,
34682,Accident & Emergency,,1,,
34690,Accident & Emergency,,1,,
34711,GP Practice,1,,,
34712,Accident & Emergency,,1,,
34721,Accident & Emergency,,1,,
34723,GP Practice,1,,,
34740,Telephone,1,,,
34742,GP Practice,1,,,
34747,GP Practice,1,,,
34748,GP Practice,1,,,
34912,GP Practice,1,,,
34948,GP Practice,1,,,
34983,GP Practice,1,,,
34990,Accident & Emergency,,1,,
35091,GP Surgery,1,,,
35232,GP Practice,1,,,
35244,GP Practice,1,,,
35432,GP Practice,1,,,
35665,GP Practice,1,,,
35684,Accident & Emergency,,1,,
36256,GP Practice,1,,,
36504,GP Practice,1,,,
36686,Telephone call to a patient,1,,,
36688,GP Practice,1,,,
36748,GP Practice,1,,,
36972,GP Practice,1,,,
37224,GP Practice,1,,,
37348,GP Practice,1,,,
37436,Residential Home,1,,,
37611,GP Practice,1,,,
38476,GP Practice,1,,,
38699,GP Practice,1,,,
38706,GP Practice,1,,,
39083,GP Practice,1,,,
39373,Accident & Emergency,,1,,
39662,Accident & Emergency,,1,,
40556,Accident & Emergency,,1,,
40664,GP Practice,1,,,
40777,Accident & Emergency,,1,,
41003,GP Practice,1,,,
41456,Accident & Emergency,,1,,
41681,GP Practice,1,,,
41909,Accident & Emergency,,1,,
42441,GP Practice,1,,,
42506,GP Practice,1,,,
43603,GP Practice,1,,,
43726,GP Practice,1,,,
44138,GP Practice,1,,,
44196,Accident & Emergency,,1,,
44340,GP Practice,1,,,
44999,Hospital,,,,1
45156,GP Practice,1,,,
45434,GP Practice,1,,,
45659,GP Practice,1,,,
46215,GP Practice,1,,,
46283,GP Practice,1,,,
46378,GP Practice,1,,,
46450,GP Practice,1,,,
46863,Accident & Emergency,,1,,
47052,GP Practice,1,,,
47215,GP Practice,1,,,
47417,GP Practice,1,,,
47420,Accident & Emergency,,1,,
47436,GP Practice,1,,,
47440,GP Practice,1,,,
47441,GP Practice,1,,,
47442,GP Practice,1,,,
47458,Accident & Emergency,,1,,
47493,GP Practice,1,,,
47508,GP Practice,1,,,
47510,GP Practice,1,,,
47512,GP Practice,1,,,
47518,GP Practice,1,,,
47523,GP Practice,1,,,
47531,GP Practice,1,,,
47532,GP Practice,1,,,
47538,Home of Patient,1,,,
47541,GP Practice,1,,,
47542,GP Practice,1,,,
47543,GP Practice,1,,,
47562,GP Practice,1,,,
47564,GP Practice,1,,,
47566,GP Practice,1,,,
47572,GP Practice,1,,,
47577,GP Practice,1,,,
47578,GP Practice,1,,,
47579,GP Practice,1,,,
47595,GP Practice,1,,,
47651,GP Practice,1,,,
47754,Telephone,1,,,
47836,GP Practice,1,,,
47873,Surgery,1,,,
47894,Telephone,1,,,
47900,Accident & Emergency,,1,,
47953,Hospital inpatient,,,,1
47987,GP Practice,1,,,
47992,GP Practice,1,,,
48062,Telephone,1,,,
48077,GP Practice,1,,,
48102,GP Practice,1,,,
48113,GP Practice,1,,,
48114,GP Practice,1,,,
48124,GP Practice,1,,,
48125,GP Practice,1,,,
48186,GP Practice,1,,,
48202,GP Practice,1,,,
48224,Telephone,1,,,
48230,Telephone call to a patient,1,,,
48284,Accident & Emergency,,1,,
48317,Surgery,1,,,
48327,GP Practice,1,,,
48363,Telephone,1,,,
48366,GP Practice,1,,,
48383,GP Practice,1,,,
48436,GP Practice,1,,,
48439,GP Practice,1,,,
48448,GP Practice,1,,,
48577,GP Practice,1,,,
48579,GP Practice,1,,,
48607,GP Practice,1,,,
48637,GP Practice,1,,,
48653,Telephone,1,,,
48676,GP Practice,1,,,
48740,GP Practice,1,,,
48772,GP Practice,1,,,
48777,Telephone,1,,,
48800,GP Practice,1,,,
48803,Telephone,1,,,
48855,GP Practice,1,,,
48872,Telephone,1,,,
48964,Telephone call to a patient,1,,,
48968,GP Practice,1,,,
48976,GP Practice,1,,,
48989,Accident & Emergency,,1,,
49042,GP Practice,1,,,
49047,Accident & Emergency,,1,,
49067,GP Practice,1,,,
49122,GP Practice,1,,,
49131,Telephone Consultation,1,,,
49133,GP Practice,1,,,
49214,GP Practice,1,,,
49267,GP Practice,1,,,
49297,GP Practice,1,,,
49332,Telephone,1,,,
49347,GP Practice,1,,,
49350,Telephone,1,,,
49427,GP Practice,1,,,
49467,GP Practice,1,,,
49486,GP Practice,1,,,
49489,GP Practice,1,,,
49510,GP Practice,1,,,
49603,GP Practice,1,,,
49613,GP Practice,1,,,
49661,GP Practice,1,,,
49673,GP Practice,1,,,
49678,GP Practice,1,,,
49680,GP Practice,1,,,
49686,GP Practice,1,,,
49718,GP Practice,1,,,
49722,GP Practice,1,,,
49747,GP Practice,1,,,
49748,GP Practice,1,,,
49757,Clinic,1,,,
49760,GP Practice,1,,,
49762,GP Practice,1,,,
49763,GP Practice,1,,,
49785,GP Practice,1,,,
49789,GP Practice,1,,,
49813,GP Practice,1,,,
49844,Accident & Emergency,,1,,
49853,Accident & Emergency,,1,,
49854,GP Practice,1,,,
49855,GP Practice,1,,,
49856,GP Practice,1,,,
49859,GP Practice,1,,,
49860,GP Practice,1,,,
49872,GP Practice,1,,,
49900,GP Practice,1,,,
49929,GP Practice,1,,,
49930,GP Practice,1,,,
49937,GP Practice,1,,,
49955,GP Practice,1,,,
50053,GP Practice,1,,,
50064,GP Practice,1,,,
50076,GP Practice,1,,,
50081,GP Practice,1,,,
50104,GP Practice,1,,,
50134,GP Practice,1,,,
50160,GP Practice,1,,,
50172,GP Practice,1,,,
50190,Telephone,1,,,
50239,GP Practice,1,,,
50289,GP Practice,1,,,
50292,GP Practice,1,,,
50315,GP Practice,1,,,
50371,GP Practice,1,,,
50441,GP Practice,1,,,
50477,Accident & Emergency,,1,,
50501,GP Practice,1,,,
50506,GP Practice,1,,,
50536,GP Practice,1,,,
50556,GP Practice,1,,,
50557,GP Practice,1,,,
50558,GP Practice,1,,,
50567,GP Practice,1,,,
50582,GP Practice,1,,,
50664,Telephone,1,,,
50762,GP Practice,1,,,
50767,GP Practice,1,,,
50809,GP Practice,1,,,
50823,Telephone Call,1,,,
50878,GP Practice,1,,,
50883,GP Practice,1,,,
50942,GP Practice,1,,,
51000,GP Practice,1,,,
51027,GP Practice,1,,,
51048,GP Practice,1,,,
51050,GP Practice,1,,,
51056,Accident & Emergency,,1,,
51108,Accident & Emergency,,1,,
51120,GP Practice,1,,,
51135,GP Practice,1,,,
51175,GP Practice,1,,,
51218,GP Practice,1,,,
51314,GP Practice,1,,,
51328,GP Practice,1,,,
51487,GP Practice,1,,,
51520,GP Practice,1,,,
51681,GP Practice,1,,,
51732,GP Practice,1,,,
51800,Surgery,1,,,
51854,Hospital,,,,1
51876,Accident & Emergency,,1,,
52015,GP Practice,1,,,
52018,Surgery,1,,,
52027,GP Practice,1,,,
52100,Accident & Emergency,,1,,
52146,GP Practice,1,,,
52214,Telephone,1,,,
52284,GP Practice,1,,,
52285,GP Practice,1,,,
52307,GP Practice,1,,,
52389,GP Practice,1,,,
52465,GP Practice,1,,,
52492,Surgery,1,,,
52509,Accident & Emergency,,1,,
52556,GP Practice,1,,,
52564,GP Practice,1,,,
52569,GP Practice,1,,,
52589,GP Practice,1,,,
52591,Accident & Emergency,,1,,
52617,GP Practice,1,,,
52695,GP Practice,1,,,
52711,GP Practice,1,,,
52788,GP Practice,1,,,
52800,GP Practice,1,,,
52846,GP Practice,1,,,
52873,Accident & Emergency,,1,,
52990,GP Practice,1,,,
53075,GP Practice,1,,,
53111,GP Practice,1,,,
53163,Surgery,1,,,
53269,GP Practice,1,,,
53344,GP Practice,1,,,
53349,GP Practice,1,,,
53430,GP Practice,1,,,
53471,GP Practice,1,,,
53583,Telephone Advice,1,,,
53599,GP Practice,1,,,
53603,GP Practice,1,,,
53705,GP Practice,1,,,
53774,GP Practice,1,,,
53779,GP Practice,1,,,
53790,GP Practice,1,,,
53795,GP Practice,1,,,
53796,GP Practice,1,,,
53797,GP Practice,1,,,
53806,Accident & Emergency,,1,,
53819,GP Practice,1,,,
53821,Accident & Emergency,,1,,
53826,GP Practice,1,,,
53849,GP Practice,1,,,
53857,GP Practice,1,,,
53861,GP Practice,1,,,
53868,GP Practice,1,,,
53870,GP Practice,1,,,
53874,GP Practice,1,,,
53882,GP Practice,1,,,
53884,GP Practice,1,,,
53892,GP Practice,1,,,
53897,GP Practice,1,,,
53901,Accident & Emergency,,1,,
53902,Accident & Emergency,,1,,
53905,GP Practice,1,,,
53953,GP Practice,1,,,
53954,GP Practice,1,,,
53956,GP Practice,1,,,
53961,GP Practice,1,,,
53970,Accident & Emergency,,1,,
53973,GP Practice,1,,,
53976,Accident & Emergency,,1,,
53980,Accident & Emergency,,1,,
53981,GP Practice,1,,,
53989,Accident & Emergency,,1,,
53994,GP Practice,1,,,
54002,GP Practice,1,,,
54003,GP Practice,1,,,
54004,GP Practice,1,,,
54010,GP Practice,1,,,
54015,GP Practice,1,,,
54026,GP Practice,1,,,
54050,GP Practice,1,,,
54051,GP Practice,1,,,
54059,GP Practice,1,,,
54063,GP Practice,1,,,
54123,GP Practice,1,,,
54127,GP Practice,1,,,
54128,GP Practice,1,,,
54133,GP Practice,1,,,
54134,GP Practice,1,,,
54135,GP Practice,1,,,
54139,GP Practice,1,,,
54141,GP Practice,1,,,
54147,GP Practice,1,,,
54160,GP Practice,1,,,
54162,GP Practice,1,,,
54193,GP Practice,1,,,
54227,GP Practice,1,,,
54298,Accident & Emergency,,1,,
54437,GP Practice,1,,,
54516,GP Practice,1,,,
54517,GP Practice,1,,,
54529,GP Practice,1,,,
54530,GP Practice,1,,,
54531,GP Practice,1,,,
54532,GP Practice,1,,,
54533,GP Practice,1,,,
54535,GP Practice,1,,,
54536,GP Practice,1,,,
54537,GP Practice,1,,,
54540,GP Practice,1,,,
54551,GP Practice,1,,,
54565,GP Practice,1,,,
54573,GP Practice,1,,,
54574,GP Practice,1,,,
54600,GP Practice,1,,,
54609,GP Practice,1,,,
54611,GP Practice,1,,,
54639,GP Practice,1,,,
54667,GP Practice,1,,,
54681,Clinic,1,,,
54684,GP Practice,1,,,
54692,GP Practice,1,,,
54695,Telephone call to a patient,1,,,
54701,GP Practice,1,,,
54752,GP Practice,1,,,
54755,GP Practice,1,,,
54759,GP Practice,1,,,
54763,GP Practice,1,,,
54764,GP Practice,1,,,
54770,GP Practice,1,,,
54778,GP Practice,1,,,
54805,GP Practice,1,,,
54808,GP Practice,1,,,
54831,GP Practice,1,,,
54836,GP Practice,1,,,
54840,GP Practice,1,,,
54841,GP Practice,1,,,
54850,GP Practice,1,,,
54855,GP Practice,1,,,
54856,GP Practice,1,,,
54858,GP Practice,1,,,
54874,GP Practice,1,,,
54882,GP Practice,1,,,
54895,GP Practice,1,,,
54898,GP Practice,1,,,
54901,GP Practice,1,,,
54902,GP Practice,1,,,
54905,GP Practice,1,,,
54906,GP Practice,1,,,
54907,GP Practice,1,,,
54948,GP Practice,1,,,
54949,GP Practice,1,,,
54960,GP Practice,1,,,
54966,Accident & Emergency,,1,,
55001,Accident & Emergency,,1,,
55032,GP Practice,1,,,
55033,GP Practice,1,,,
55040,GP Practice,1,,,
55103,Accident & Emergency,,1,,
55110,GP Practice,1,,,
55127,Accident & Emergency,,1,,
55129,GP Practice,1,,,
55149,GP Practice,1,,,
55157,GP Practice,1,,,
55160,GP Practice,1,,,
55161,GP Practice,1,,,
55166,GP Practice,1,,,
55167,GP Practice,1,,,
55168,GP Practice,1,,,
55177,Telephone,1,,,
55179,GP Practice,1,,,
55183,GP Practice,1,,,
55192,GP Practice,1,,,
55194,GP Practice,1,,,
55195,GP Practice,1,,,
55202,GP Practice,1,,,
55205,GP Practice,1,,,
55212,GP Practice,1,,,
55215,GP Practice,1,,,
55225,GP Practice,1,,,
55226,GP Practice,1,,,
55227,GP Practice,1,,,
55239,GP Practice,1,,,
55245,GP Practice,1,,,
55246,GP Practice,1,,,
55248,GP Practice,1,,,
55274,GP Practice,1,,,
55299,GP Practice,1,,,
55302,GP Practice,1,,,
55303,GP Practice,1,,,
55305,GP Practice,1,,,
55310,GP Practice,1,,,
55318,GP Practice,1,,,
55320,GP Practice,1,,,
55323,GP Practice,1,,,
55324,Accident & Emergency,,1,,
55330,GP Practice,1,,,
55349,GP Practice,1,,,
55354,GP Practice,1,,,
55357,GP Practice,1,,,
55363,GP Practice,1,,,
55365,GP Practice,1,,,
55369,GP Practice,1,,,
55382,GP Practice,1,,,
55385,GP Practice,1,,,
55392,GP Practice,1,,,
55403,GP Practice,1,,,
55407,GP Practice,1,,,
55414,GP Practice,1,,,
55418,Surgery,1,,,
55419,Surgery,1,,,
55420,Surgery,1,,,
55423,GP Practice,1,,,
55424,GP Practice,1,,,
55426,GP Practice,1,,,
55429,GP Practice,1,,,
55432,GP Practice,1,,,
55450,GP Practice,1,,,
55459,GP Practice,1,,,
55470,GP Practice,1,,,
55472,GP Practice,1,,,
55474,GP Practice,1,,,
55476,GP Practice,1,,,
55477,GP Practice,1,,,
55478,GP Practice,1,,,
55479,GP Practice,1,,,
55480,Surgery Clinic,1,,,
55487,GP Practice,1,,,
55488,GP Practice,1,,,
55491,GP Practice,1,,,
55550,GP Practice,1,,,
55551,GP Practice,1,,,
55555,GP Practice,1,,,
55558,GP Practice,1,,,
55585,Surgery,1,,,
55586,Surgery,1,,,
55594,GP Practice,1,,,
55601,GP Practice,1,,,
55612,GP Practice,1,,,
55614,GP Practice,1,,,
55617,GP Practice,1,,,
55623,GP Practice,1,,,
55649,GP Practice,1,,,
55658,GP Practice,1,,,
55664,GP Practice,1,,,
55665,GP Practice,1,,,
55672,GP Practice,1,,,
55674,GP Practice,1,,,
55679,GP Practice,1,,,
55692,GP Practice,1,,,
55699,GP Practice,1,,,
55700,GP Practice,1,,,
55723,GP Practice,1,,,
55725,GP Practice,1,,,
55726,GP Practice,1,,,
55734,GP Practice,1,,,
55752,GP Practice,1,,,
55759,GP Practice,1,,,
55760,GP Practice,1,,,
55764,GP Practice,1,,,
55769,GP Practice,1,,,
55770,GP Practice,1,,,
55794,GP Practice,1,,,
55795,GP Practice,1,,,
55798,Accident & Emergency,,1,,
55841,GP Practice,1,,,
55851,GP Practice,1,,,
55855,GP Practice,1,,,
55865,GP Practice,1,,,
55889,GP Practice,1,,,
55914,GP Practice,1,,,
55915,GP Practice,1,,,
55922,GP Practice,1,,,
55926,GP Practice,1,,,
55931,GP Practice,1,,,
55950,GP Practice,1,,,
55955,GP Practice,1,,,
55967,GP Practice,1,,,
55981,GP Practice,1,,,
55986,GP Practice,1,,,
55998,GP Practice,1,,,
56001,GP Practice,1,,,
56004,Accident & Emergency,,1,,
56008,GP Practice,1,,,
56010,GP Practice,1,,,
56014,GP Practice,1,,,
56021,GP Practice,1,,,
56023,GP Practice,1,,,
56056,GP Practice,1,,,
56057,GP Practice,1,,,
56064,GP Practice,1,,,
56069,GP Practice,1,,,
56072,GP Practice,1,,,
56073,GP Surgery,1,,,
56080,GP Practice,1,,,
56097,GP Practice,1,,,
56098,GP Practice,1,,,
56099,GP Practice,1,,,
56103,GP Practice,1,,,
56107,GP Practice,1,,,
56108,GP Practice,1,,,
56130,GP Practice,1,,,
56147,GP Practice,1,,,
56157,GP Practice,1,,,
56163,GP Practice,1,,,
56168,GP Practice,1,,,
56169,GP Practice,1,,,
56190,GP Practice,1,,,
56191,GP Practice,1,,,
56195,GP Practice,1,,,
56197,GP Practice,1,,,
56198,GP Practice,1,,,
56199,GP Practice,1,,,
56241,GP Practice,1,,,
56269,GP Practice,1,,,
56272,GP Practice,1,,,
56276,GP Practice,1,,,
56279,GP Practice,1,,,
56284,GP Practice,1,,,
56316,GP Practice,1,,,
56319,GP Practice,1,,,
56330,GP Practice,1,,,
56332,GP Practice,1,,,
56337,GP Practice,1,,,
56340,GP Practice,1,,,
56343,GP Practice,1,,,
56344,GP Practice,1,,,
56354,GP Practice,1,,,
56392,Telephone,1,,,
56419,GP Practice,1,,,
56428,GP Practice,1,,,
56433,GP Practice,1,,,
56437,GP Practice,1,,,
56438,GP Practice,1,,,
56439,GP Practice,1,,,
56440,GP Practice,1,,,
56450,GP Practice,1,,,
56470,GP Practice,1,,,
56493,GP Practice,1,,,
56495,GP Practice,1,,,
56498,GP Practice,1,,,
56499,GP Practice,1,,,
56500,Accident & Emergency,,1,,
56502,GP Practice,1,,,
56503,GP Practice,1,,,
56509,GP Practice,1,,,
56527,GP Practice,1,,,
56535,GP Practice,1,,,
56543,GP Practice,1,,,
56544,GP Practice,1,,,
56549,GP Practice,1,,,
56551,GP Practice,1,,,
56553,GP Practice,1,,,
56554,GP Practice,1,,,
56556,GP Practice,1,,,
56558,Accident & Emergency,,1,,
56559,GP Practice,1,,,
56560,GP Practice,1,,,
56562,GP Practice,1,,,
56568,GP Practice,1,,,
56569,GP Practice,1,,,
56570,GP Practice,1,,,
56580,GP Practice,1,,,
56600,GP Practice,1,,,
56611,GP Practice,1,,,
56625,GP Practice,1,,,
56631,GP Practice,1,,,
56633,GP Practice,1,,,
56644,GP Practice,1,,,
56646,GP Practice,1,,,
56647,GP Practice,1,,,
56648,GP Practice,1,,,
56653,GP Practice,1,,,
56705,GP Practice,1,,,
56706,GP Practice,1,,,
56713,GP Practice,1,,,
56714,GP Practice,1,,,
56720,GP Practice,1,,,
56724,GP Practice,1,,,
56734,GP Practice,1,,,
56750,GP Practice,1,,,
56756,Accident & Emergency,,1,,
56758,Accident & Emergency,,1,,
56761,Accident & Emergency,,1,,
56772,Accident & Emergency,,1,,
56775,Accident & Emergency,,1,,
56781,Accident & Emergency,,1,,
56787,Accident & Emergency,,1,,
56798,GP Practice,1,,,
56807,GP Practice,1,,,
56809,GP Practice,1,,,
56816,GP Practice,1,,,
56817,GP Practice,1,,,
56823,GP Practice,1,,,
56829,GP Practice,1,,,
56838,GP Practice,1,,,
56839,Accident & Emergency,,1,,
56844,Accident & Emergency,,1,,
56870,Accident & Emergency,,1,,
56888,Accident & Emergency,,1,,
56895,GP Practice,1,,,
56899,Accident & Emergency,,1,,
56948,GP Practice,1,,,
56950,GP Practice,1,,,
57037,GP Practice,1,,,
57115,GP Practice,1,,,
57192,Telephone,1,,,
57253,GP Practice,1,,,
57267,GP Practice,1,,,
57281,GP Practice,1,,,
57317,Accident & Emergency,,1,,
57445,GP Practice,1,,,
57490,GP Practice,1,,,
57497,GP Surgery,1,,,
57605,GP Practice,1,,,
57693,GP Practice,1,,,
57694,GP Practice,1,,,
57730,Accident & Emergency,,1,,
57778,GP Practice,1,,,
57828,GP Practice,1,,,
57830,GP Practice,1,,,
57901,Accident & Emergency,,1,,
57976,GP Practice,1,,,
58065,GP Practice,1,,,
58107,Accident & Emergency,,1,,
58153,Accident & Emergency,,1,,
58322,GP Practice,1,,,
58337,Telephone,1,,,
58377,Telephone,1,,,
58389,GP Practice,1,,,
58419,Accident & Emergency,,1,,
58443,GP Practice,1,,,
58571,GP Practice,1,,,
58673,GP Practice,1,,,
58674,GP Practice,1,,,
58678,GP Practice,1,,,
58679,GP Practice,1,,,
58704,GP Practice,1,,,
58735,GP Practice,1,,,
58749,GP Practice,1,,,
58806,GP Practice,1,,,
58836,GP Practice,1,,,
58859,GP Practice,1,,,
58886,GP Practice,1,,,
58891,GP Practice,1,,,
58920,GP Practice,1,,,
58922,Telephone,1,,,
58926,GP Practice,1,,,
58961,Telephone,1,,,
59079,GP Practice,1,,,
59117,GP Practice,1,,,
59131,Telephone,1,,,
59143,GP Practice,1,,,
59145,GP Practice,1,,,
59166,GP Practice,1,,,
